,wav_file,sentence_number,file,word
173,2.0,46,The_Black_Willow.mrg,A magnificent glow infused the carriage as they merged with the glory
174,2.0,46,cable_spool_fort.mrg,When he saw Roy in the hospital with a shaved head and the small silver plug at the back of his like a bottle cap Chad had called him Remote Control Boy
175,2.0,47,The_Black_Willow.mrg,Allan crushed the page in his hand and it at the window
176,2.0,48,The_Black_Willow.mrg,Damn you he cried will you never leave me be
177,2.0,48,cable_spool_fort.mrg,Momma had smacked Chad for saying it which hurt and then she had cried which was worse
178,2.0,49,The_Black_Willow.mrg,Shall I never finish a story in peace
179,2.0,49,cable_spool_fort.mrg,Pop had given Chad the sideways glance that promised hard labor when they made it home
180,2.0,50,The_Black_Willow.mrg,He pounded his desk in vain cursing the foul that drove him
181,2.0,50,cable_spool_fort.mrg,Chad just his head
182,2.0,51,The_Black_Willow.mrg,The next day Allan sat on a patterned chair in a well furnished parlor
183,2.0,51,cable_spool_fort.mrg,He knew it was too late to explain that he was trying to get a smile out of Roy
184,2.0,52,The_Black_Willow.mrg,Taking a measured sip of white wine from his crystal glass he glanced at his host a cultured man dressed in a light suit of the current fashion and wearing his pale hair with a heavy set of who passed him a silver tray
185,2.0,52,cable_spool_fort.mrg,Pop said The doctors have put something very special in Roy
186,2.0,53,The_Black_Willow.mrg,Cucumber sandwich
187,2.0,53,cable_spool_fort.mrg,Roy
188,2.0,54,The_Black_Willow.mrg,Allan took a sandwich between his fingers
189,2.0,54,cable_spool_fort.mrg,Roy
190,2.0,55,The_Black_Willow.mrg,Thank you Arthur
191,2.0,55,cable_spool_fort.mrg,Roy
192,2.0,56,The_Black_Willow.mrg,Arthur replaced the tray onto the lacquered cherry table that stood in the center of his ordered chamber
193,2.0,57,The_Black_Willow.mrg,In a manner delicately balanced between somber and he refilled their glasses
194,2.0,57,cable_spool_fort.mrg,shake jerk moan sick sound
195,2.0,58,The_Black_Willow.mrg,How is the writing these days my dear
196,2.0,58,cable_spool_fort.mrg,But thing in his head worked yet because of having do electric toads which sit up
197,2.0,59,The_Black_Willow.mrg,Perfectly dreadful my dear Mason Allan
198,2.0,59,cable_spool_fort.mrg,Roy really start talking days until long time after
199,2.0,60,The_Black_Willow.mrg,I had a perfect story in my pages my hero returned home and reclaimed his love I nearly had it tied together before
200,2.0,61,The_Black_Willow.mrg,Before
201,2.0,61,cable_spool_fort.mrg,Now year Roy was same grade as it was embarrassing
202,2.0,62,The_Black_Willow.mrg,Before that blasted impulse came over me and I started writing like Edgar Poe though the most recent was not so morbid as my many others thank Heaven
203,2.0,62,cable_spool_fort.mrg,Roy stepped edge of building out of sight
204,2.0,63,The_Black_Willow.mrg,face assumed a long suffering aspect of authoritative
205,2.0,63,cable_spool_fort.mrg,Just then Tucker Williams came climbing out of top of black fort like gold headed monster
206,2.0,64,The_Black_Willow.mrg,I assume referring to your unhealthy for the fantastic
207,2.0,64,cable_spool_fort.mrg,Tucker was big even third grader was not quite right in different way than Roy
208,2.0,65,The_Black_Willow.mrg,far from a Arthur
209,2.0,65,cable_spool_fort.mrg,Tucker was oldest boy in playground one who decided rules of game
210,2.0,65,easy_money.mrg,I put away the cell and used the motion to cover checking the knife in my sleeve and used one leg to check the other in my sock
211,2.0,66,The_Black_Willow.mrg,This is more like a compulsion a beast that lies waiting in the dark for the perfect moment then leaps and takes ahold of me screaming out through my quill
212,2.0,66,cable_spool_fort.mrg,Time out called not ready yet
213,2.0,66,easy_money.mrg,I had been an amateur magician for years
214,2.0,67,easy_money.mrg,One of my best tricks was pulling a knife out of thin air
215,2.0,68,easy_money.mrg,It never failed to amaze
216,2.0,69,easy_money.mrg,Sure
217,2.0,70,easy_money.mrg,go I said
218,2.0,71,easy_money.mrg,We took his rental car back to the motel where he was staying
219,2.0,72,easy_money.mrg,The little desk was covered with large books filled with sticky notes a pile of folders and papers and a laptop computer plugged into the phone line
220,2.0,73,easy_money.mrg,There was only one chair so I sat on the edge of the bed as he
221,2.0,74,easy_money.mrg,said Easter Island
222,2.0,75,easy_money.mrg,This is one the few remaining examples form writing known as
223,2.0,76,easy_money.mrg,For long time no one was able decipher it although by deduction Steven it in nineteen ninety four
224,2.0,77,easy_money.mrg,He mostly read creation stories off objects like the Santiago Staff which said things like All the birds with fish There issued forth the sun
225,2.0,78,easy_money.mrg,But he ignored the on skulls and the
226,2.0,79,easy_money.mrg,It was those clues that started all this
227,2.0,80,easy_money.mrg,My small expectations shrank as he spoke
228,2.0,81,easy_money.mrg,I see much money in porn
229,2.0,82,easy_money.mrg,He talked on about people with long ears who built the big statues the and people with short ears who conquered the people with long ears and ate them and how the short eared people really know the secrets the the the
230,2.0,83,easy_money.mrg,the converted natives more
231,2.0,85,easy_money.mrg,He flipped pages another image But notice something here in the arrangement the
232,2.0,86,easy_money.mrg,See here they form pattern very similar this
233,2.0,87,easy_money.mrg,He out small leather diary opened it page marked with yet another small sticky note
234,2.0,88,easy_money.mrg,There was an ink drawing writing in tiny neat hand that I read from where I sat
235,2.0,89,easy_money.mrg,I see much resemblance except maybe there were about the same number points in the cradle thing in the diary the number dots on the map showing places where stood in thin line around the coast the island
236,2.0,90,easy_money.mrg,This is the diary mysterious explorer named Samuel who investigated Mound Builder site in this area in the early eighteen hundreds
237,2.0,91,easy_money.mrg,He closed the little just about hugged it with satisfaction
238,2.0,92,easy_money.mrg,I want show you that mound
239,2.0,93,easy_money.mrg,You know it was these very that originally sparked my interest in history archeology then linguistics
240,2.0,94,easy_money.mrg,this mound is where you found gold
241,2.0,95,easy_money.mrg,I was confused enough I let the G word slip
242,2.0,96,easy_money.mrg,Was this crazy treasure hunt
243,3.0,43,lw1.mrg,Right now he looked like an overgrown wolf learned touch typing
244,3.0,44,lw1.mrg,The scout ship from the hole a brilliant speck emerging from a sphere of velvety blackness
245,3.0,45,lw1.mrg,It's hail across the and Tara spun to retake her seat at the helm
246,3.0,46,lw1.mrg,Launch the second probe
247,3.0,47,lw1.mrg,Central be crushed to learn that another gateway has yielded little more than a class F planet and a white dwarf system
248,3.0,48,lw1.mrg,Level and and
249,3.0,50,lw1.mrg,let loose a small growl as if caution his charges against false hope
250,3.0,51,lw1.mrg,twenty seven gates so far and none had turned up anything worth time
251,3.0,53,lw1.mrg,Tara would not let giddy hopes drag them onto a rock that would spell end for project and species
252,3.0,67,The_Black_Willow.mrg,How perfectly awful
253,3.0,67,cable_spool_fort.mrg,No time outs Tucker shouted and continued to climb down the tires
254,3.0,68,cable_spool_fort.mrg,Several more boys out after him
255,3.0,69,The_Black_Willow.mrg,Arthur at the vivid description
256,3.0,69,cable_spool_fort.mrg,Roy Chad called but his voice would only whisper
257,3.0,70,The_Black_Willow.mrg,sure you know that you must curb this behavior if you wish to produce any writing fit for public consumption
258,3.0,70,cable_spool_fort.mrg,He want to be a crybaby Tucker hated
259,3.0,71,cable_spool_fort.mrg,The rules of the game were that Chad had to keep everyone away from his fort and away from his flag
260,3.0,72,The_Black_Willow.mrg,I know Allan replied but how am I to
261,3.0,72,cable_spool_fort.mrg,From painful experience he knew it was too slow or too weak do anything
262,3.0,73,The_Black_Willow.mrg,make my stories thus but it is my nemesis confronting me anew at every turn
263,3.0,73,cable_spool_fort.mrg,Tucker liked hit and liked see blood
264,3.0,74,The_Black_Willow.mrg,Arthur raised a critical brow
265,3.0,74,cable_spool_fort.mrg,down too would only make him mad so Chad reached behind him grab the five stickers had managed collect before the start of the game and readied himself
266,3.0,75,The_Black_Willow.mrg,Perhaps could make some headway if denied your darker side the outlet of the colorful metaphors so enjoy
267,3.0,75,cable_spool_fort.mrg,The boys came in quick from all sides knocking Chad down but managed roll his feet and get one sticker off into a arm before being knocked down again
268,3.0,76,The_Black_Willow.mrg,Every action take to deny it nourishment will bring closer to your goal and believe me Allan must take every opportunity to this uncivilized obsession if intend to publish
269,3.0,76,cable_spool_fort.mrg,Baby
270,3.0,77,The_Black_Willow.mrg,There simply is no audience for fairy tales no literate audience at least
271,3.0,77,cable_spool_fort.mrg,Tucker was standing over him with the huge held high in the sun
272,3.0,78,The_Black_Willow.mrg,It is true Allan admitted fidgeting with his would dream of submitting one of these corruptions of literature to any publisher
273,3.0,78,cable_spool_fort.mrg,Penis
274,3.0,79,The_Black_Willow.mrg,even tried rewriting the corrupted sections but once my characters road nothing can recall their former life
275,3.0,79,cable_spool_fort.mrg,You fight
276,3.0,80,The_Black_Willow.mrg,My prodigal ink blooded children simply lose their vitality when forced along the proper road
277,3.0,80,cable_spool_fort.mrg,Chad tried tell his arms lift him and let him reach for the prove a baby Tucker
278,3.0,81,The_Black_Willow.mrg,Arthur and his wine
279,3.0,81,cable_spool_fort.mrg,But much wanted appease the scary staring angry boy move for fear of what was coming next
280,3.0,82,cable_spool_fort.mrg,make you fight
281,3.0,83,The_Black_Willow.mrg,If only would restrain this morbid impulse of yours might write something really worth reading
282,3.0,83,cable_spool_fort.mrg,Tucker leaned in low and his breath was sour it blew in face
283,3.0,84,The_Black_Willow.mrg,It appear in the refined world of print like a surly foreigner among a genteel crowd
284,3.0,84,cable_spool_fort.mrg,na take the plug out
285,3.0,85,The_Black_Willow.mrg,Allan hung his head holding his wine with both hands between his knees
286,3.0,85,cable_spool_fort.mrg,Then face became serious
287,3.0,86,The_Black_Willow.mrg,His hair was slightly unkempt after his sleepless night and his clothing had a look as if by mere proximity it had taken on the aspect of his
288,3.0,86,cable_spool_fort.mrg,The of what intended pulling his eyes wider still
289,3.0,87,The_Black_Willow.mrg,He scratched the back of his dark head and blinked bleary eyes
290,3.0,87,cable_spool_fort.mrg,From his pocket pulled a small screwdriver perfect for prying plugs from heads
291,3.0,88,The_Black_Willow.mrg,would drive it out he said softly but fear for what would remain
292,3.0,88,cable_spool_fort.mrg,Now legs and arms and mouth worked and was up and running and screaming Roy go inside
293,3.0,97,easy_money.mrg,Or maybe this guy was just a wacko who wanted to take me out on a dark road and kill me
294,3.0,98,easy_money.mrg,No more complicated than that but I need to show you the mound for you to understand
295,3.0,99,easy_money.mrg,The drawings and the books seemed to wake him up
296,3.0,100,easy_money.mrg,He was smiling now and his eyes so tired
297,3.0,102,easy_money.mrg,I was having serious cash flow issues back then and had payments to make so I said yes but my patience was running out
298,3.0,103,easy_money.mrg,It was dark as we left
299,3.0,104,easy_money.mrg,The drive was shorter than I expected
300,3.0,105,easy_money.mrg,We pulled up to a little asphalt parking spot in front of a historical marker
301,3.0,106,easy_money.mrg,When he killed the headlights there was no light but moonlight and stars on a light dusting of snow
302,3.0,107,easy_money.mrg,A low black hill blocked the sky right in front of us
303,3.0,108,easy_money.mrg,up here he announced stepping over the cable fence and starting up the hill
304,3.0,109,easy_money.mrg,We spent the next hour stomping around the hill while he said things like it was right here
305,3.0,110,easy_money.mrg,My patience was long gone and I was back in the car to warming up when Acres tapped on the window and told me he had found whatever he was looking for
306,3.0,111,easy_money.mrg,We back up the hill and he led me to little patch of ground with a stick poking up from it
307,3.0,112,easy_money.mrg,It looked like a bamboo walking stick
308,3.0,113,easy_money.mrg,This is it he leaned down and for me to look at something on the ground
309,3.0,114,easy_money.mrg,I casually slid a knife into my palm just in case
310,3.0,115,easy_money.mrg,See how the lines form the pattern in the journal the same one as the
311,3.0,116,easy_money.mrg,So you drew this I asked vaguely slow to catch on
312,3.0,117,easy_money.mrg,He looked hurt and rapped on the ground with his finger
313,3.0,118,easy_money.mrg,stone
314,3.0,119,easy_money.mrg,Ancient
315,3.0,121,easy_money.mrg,He stood up using the stick to help
316,3.0,122,easy_money.mrg,For the first time he looked cold and stiff in his tourist gear making me glad I was in a suit
317,3.0,123,easy_money.mrg,Here stand beside me he said
318,3.0,124,easy_money.mrg,I I I
319,3.0,126,easy_money.mrg,expected him pull out a gadget blinking lights and was wondering which way duck
320,3.0,127,easy_money.mrg,Trick gesture
321,3.0,128,easy_money.mrg,like sleight of hand
322,4.0,89,The_Black_Willow.mrg,you require a rest from writing suggested Arthur
323,4.0,90,cable_spool_fort.mrg,Roy
324,4.0,91,The_Black_Willow.mrg,You might find that some time in an honest occupation would ground you somewhat improve your disposition
325,4.0,91,cable_spool_fort.mrg,He sprinted for the corner of the building around which Roy had disappeared
326,4.0,92,The_Black_Willow.mrg,Perhaps it would Allan replied rising and straightening his suit
327,4.0,92,cable_spool_fort.mrg,The door was on that side and Rayburn
328,4.0,93,cable_spool_fort.mrg,Just then a horrible pain stung Chad cheek and neck and ear
329,4.0,94,The_Black_Willow.mrg,I shall consider it in the meantime however I must be off
330,4.0,94,cable_spool_fort.mrg,The yellow branches scratched around him as it dug into his face
331,4.0,95,The_Black_Willow.mrg,You have been a gracious host as always
332,4.0,95,cable_spool_fort.mrg,Tucker made a grab for him but missed it and Chad heard his shirt rip a little
333,4.0,96,The_Black_Willow.mrg,Arthur rose and shook his hand
334,4.0,97,The_Black_Willow.mrg,So dear a friend is always welcome to my counsel and my home he said
335,4.0,97,cable_spool_fort.mrg,He ran like only a small boy can run but he was losing and he wished hard that he could fly
336,4.0,98,The_Black_Willow.mrg,I hope soon to see you in better sorts
337,4.0,98,cable_spool_fort.mrg,Roy
338,4.0,99,The_Black_Willow.mrg,They parted and Allan made his way from gate
339,4.0,99,cable_spool_fort.mrg,Chad rounded the corner grabbing the cinder block to help him turn faster just as Tucker came down again with the from behind and the world slowed almost to a stop
340,4.0,100,The_Black_Willow.mrg,He walked the wheel ruts hands in his pockets and shoes collecting dust
341,4.0,100,cable_spool_fort.mrg,Roy stood with the bill of his cap down
342,4.0,101,The_Black_Willow.mrg,Some quarter mile from gate he halted confronted by
343,4.0,101,cable_spool_fort.mrg,His head rose and his eyes focused over shoulder
344,4.0,102,The_Black_Willow.mrg,Nathan he called out to the empty road
345,4.0,102,cable_spool_fort.mrg,Roy held stickers in his hand like flowers but he bent looking down and snatched something from the ground
346,4.0,103,The_Black_Willow.mrg,The reply came from above him and Allan turned to see his friend reclining in the fork of a great tree
347,4.0,103,cable_spool_fort.mrg,His hand blurred and snapped out as he stood back up
348,4.0,104,The_Black_Willow.mrg,I had a hunch you
349,4.0,104,cable_spool_fort.mrg,Something as it spun past Chad
350,4.0,105,The_Black_Willow.mrg,lanky frame dressed in a loose tan jacket fit into the branch like an elegant skeleton
351,4.0,105,cable_spool_fort.mrg,turned to look
352,4.0,106,The_Black_Willow.mrg,His hair fell loosely across a face that seemed always to have a knowing smirk hidden just beneath its surface his body with a energy
